severity,source_ip_reputation,alert_frequency,bytes_transferred,hour_of_day,is_admin_account,failed_logins_last_hour,alert_type_encoded,label
2,16,68,4375953,22,0,38,1,0
3,92,38,3290338,18,0,8,3,0
3,7,1,7301477,0,0,24,3,1
1,63,41,5750588,0,0,19,0,0
2,89,31,9505083,20,0,14,3,0
2,27,36,4390622,13,1,39,3,0
2,97,73,9726836,1,0,48,4,0
1,89,54,245571,1,0,26,3,0
1,12,87,2400705,19,1,10,1,0
1,100,31,9160491,9,0,15,4,0
1,12,29,2636620,14,0,29,3,0
1,37,85,405593,14,0,21,1,0
1,24,3,1627867,6,1,23,0,0
2,61,58,183172,7,0,49,4,0
2,22,90,8146783,10,1,23,1,0
4,85,61,9336797,15,0,35,4,1
1,20,6,5095373,22,0,17,0,0
2,53,20,6155434,6,0,19,0,0
2,62,61,4408585,19,1,7,4,0
1,29,46,3719671,8,0,14,1,0
3,74,13,7044229,18,0,12,2,1
1,67,23,4576187,23,0,35,4,0
4,96,79,625689,0,0,13,2,1
3,75,31,5354772,17,0,46,1,0
2,72,4,5195875,7,0,46,3,0
2,31,75,3941817,7,0,23,4,0
3,74,66,8262056,21,0,36,0,1
2,100,16,8505193,7,0,23,3,0
2,23,31,9679901,13,0,46,1,0
1,6,48,8156041,23,0,17,0,0
1,71,43,702959,1,0,31,4,0
2,96,4,554846,2,1,34,1,0
2,88,62,5087882,6,0,19,4,0
3,0,48,4944869,2,0,41,3,0
1,2,28,2845886,14,0,31,4,0
3,27,16,8124294,10,0,36,0,0
1,42,89,8358027,1,0,36,4,0
2,96,77,6879551,21,1,46,3,1
2,45,69,2301818,17,0,32,3,0
2,0,30,4047216,13,0,0,0,0
1,37,65,3582248,17,1,47,2,0
2,90,69,1518791,1,0,27,2,0
3,34,14,2362139,3,0,26,4,1
2,73,75,5000570,13,0,16,3,0
2,75,34,9530447,6,0,45,1,0
3,73,56,4902334,14,0,14,1,1
3,53,29,6402306,5,0,13,3,0
2,97,82,7579236,4,0,30,1,0
1,23,79,1527572,19,0,33,0,0
3,27,25,7130166,17,0,2,4,0
2,21,94,1875436,10,0,11,3,0
1,15,66,1382255,7,0,25,4,0
1,12,40,5189741,11,0,23,0,0
3,99,91,3917372,17,0,33,1,1
1,99,15,5800370,14,0,7,3,0
4,61,32,8833011,7,0,11,0,0
1,42,20,825640,3,0,8,0,0
3,86,53,5805973,20,1,25,4,1
2,77,78,5676670,14,1,45,3,0
2,31,91,1363080,10,0,37,4,0
3,66,67,5736013,0,0,48,4,0
2,90,49,1155790,1,0,42,0,0
2,82,67,3321738,7,0,18,4,0
1,85,77,8084476,15,1,20,1,1
1,56,89,7518619,0,0,12,1,0
1,64,82,7974488,2,0,34,0,0
3,68,1,4151615,17,0,2,4,0
1,48,39,3741247,15,0,24,1,0
1,32,61,8860997,20,0,31,2,0
2,18,55,1941272,19,0,20,2,0
2,35,69,3126129,19,0,13,4,0
3,69,2,2102038,12,0,30,0,0
1,14,94,1480464,19,1,7,1,0
1,99,17,9746014,3,0,6,3,0
4,96,29,7125081,3,0,35,3,1
1,23,4,8993526,21,0,34,1,0
3,26,73,5630525,1,0,18,4,0
3,48,64,9744093,12,0,1,2,0
3,74,85,5944586,12,0,4,2,0
1,22,43,7728760,19,0,43,1,0
3,32,76,9907511,6,0,1,2,0
3,40,12,6164308,6,0,17,1,0
2,55,50,2751970,16,0,14,0,0
2,28,68,5762075,9,0,15,2,0
1,30,61,7126357,11,0,11,4,0
1,64,92,8876457,22,0,43,2,0
2,97,73,8803089,21,0,35,1,0
2,17,51,1851926,15,0,21,3,0
2,81,96,9477529,1,1,27,2,1
2,5,77,9901666,21,0,39,1,0
2,51,98,8691507,20,0,42,2,0
2,39,83,1845869,8,0,21,2,0
4,64,78,6660599,11,0,3,2,0
1,41,5,1511469,16,0,11,3,0
2,93,91,4388286,15,1,20,1,1
1,67,28,3400216,4,1,26,0,0
2,31,90,5038141,18,0,22,4,0
3,9,10,7659730,16,0,41,3,0
4,68,88,6769039,21,0,26,4,0
1,8,81,4952772,2,0,40,4,0
4,68,52,4843866,16,0,15,0,0
1,60,80,7032005,14,1,31,2,0
2,10,17,1188216,18,0,35,0,0
1,98,65,7985972,14,0,16,4,0
3,90,21,2202518,17,0,17,3,1
2,67,54,5819818,11,0,26,4,0
3,73,49,2448874,11,0,6,4,0
3,96,22,6742802,23,0,40,0,1
1,7,69,5669596,2,0,37,1,0
1,48,64,8711964,10,0,19,4,0
3,23,36,7183505,22,1,34,1,1
2,32,21,941124,9,1,46,2,0
1,18,56,1034891,21,1,32,4,0
2,1,73,8751214,14,0,25,0,0
2,54,91,4451876,22,1,23,2,0
1,10,48,5922435,10,1,23,3,0
1,98,76,7404415,22,1,30,4,1
1,16,18,8595719,0,1,26,0,0
2,41,99,4777520,19,1,48,4,0
3,60,15,1493950,3,0,8,0,0
4,2,44,20428,20,0,1,0,0
2,85,94,6171990,20,0,5,1,0
1,34,45,9145442,7,0,30,4,0
4,84,97,6905137,19,0,24,0,1
2,88,36,4998868,12,0,15,0,0
1,65,40,9780422,16,0,44,2,0
4,0,51,6095766,14,0,5,4,0
3,6,30,8780350,20,0,22,2,0
3,19,26,9052865,0,0,46,1,0
3,42,85,7034790,2,0,4,1,0
1,5,31,1463105,23,1,16,0,0
1,54,56,4697446,20,0,8,0,0
3,99,61,6738318,22,0,25,0,1
1,20,17,3573519,16,0,12,4,0
2,50,81,7693687,21,0,6,4,0
3,45,98,199257,23,1,47,3,1
3,34,24,1746516,21,0,39,0,0
2,99,97,4521254,3,0,17,2,0
3,7,4,8948106,7,1,36,3,1
3,67,9,5507619,14,1,44,4,0
3,15,2,4150289,7,0,23,4,0
1,66,35,6991948,13,0,31,0,0
1,70,38,9946160,5,0,6,2,0
2,63,45,6782449,23,0,19,2,0
1,1,15,610150,21,1,44,1,0
1,0,42,3442411,14,1,33,0,0
1,57,3,3986987,19,0,18,4,0
2,0,31,2409465,21,0,45,0,0
4,6,52,6877312,8,0,13,0,0
1,87,41,6185478,23,0,31,1,0
3,68,57,608980,22,0,8,1,0
3,84,42,7251882,4,1,35,3,1
1,91,53,584498,12,1,48,0,0
4,17,56,1239402,6,0,25,4,0
2,87,87,3945537,16,0,19,1,0
2,31,76,132872,7,0,28,3,0
3,44,72,17192,4,0,15,3,0
1,32,53,9700297,22,0,30,3,0
3,73,85,4362223,6,0,23,4,0
1,72,85,3914080,7,0,29,1,0
3,48,32,2134625,6,0,7,2,0
2,32,81,9869779,21,0,25,4,0
2,96,54,2914239,11,1,14,0,0
1,70,37,3029915,5,0,49,2,0
3,67,88,6095235,20,0,9,4,0
3,27,8,9418401,20,0,35,1,0
2,86,82,1094390,3,0,38,3,0
2,52,11,4708165,22,0,23,4,0
2,95,54,5048761,2,0,48,0,0
3,43,60,2873137,4,0,7,0,0
2,79,10,8834820,18,0,0,0,0
3,54,90,854858,7,0,9,2,0
3,9,70,700460,4,0,46,3,0
2,13,81,533235,12,0,22,4,0
1,35,87,9603274,9,0,37,2,0
2,33,42,3145418,5,0,9,4,0
3,87,37,9806209,0,0,32,1,1
1,17,92,327605,10,0,30,1,0
2,15,80,4741102,19,0,37,4,0
3,36,76,6171591,8,0,12,2,0
2,40,58,4340449,15,0,34,0,0
2,24,85,1913191,14,0,43,2,0
1,7,59,8527870,4,0,46,2,0
1,87,24,8906195,14,0,31,4,0
3,83,28,1086422,0,0,21,2,1
1,93,37,3022798,14,0,6,1,0
1,83,21,1552588,3,0,5,4,0
3,17,33,9751798,15,0,40,4,0
2,67,2,6136880,21,0,15,4,0
4,47,83,525056,6,0,11,2,1
4,99,28,3172983,22,0,8,3,0
1,69,15,7074208,7,0,39,0,0
1,66,1,6690229,20,0,4,0,0
3,17,28,6727991,21,0,2,1,0
2,17,50,3134606,1,0,35,4,0
1,55,35,9683140,11,1,42,0,0
3,22,96,5073892,1,0,9,2,0
1,34,28,6310147,13,0,7,2,0
3,5,9,7787711,18,0,8,2,0
1,25,24,3024919,19,0,12,1,0
1,84,63,1756078,5,0,18,4,0
1,60,4,7156810,21,0,22,0,0
4,87,56,481133,18,1,42,4,1
3,14,41,25993,16,0,23,4,0
3,90,67,4832713,2,0,2,2,1
2,31,48,7837805,19,0,32,0,0
2,11,86,6395993,9,1,22,1,0
1,4,58,4287285,23,0,13,4,0
2,63,39,5960672,12,0,18,3,0
2,70,25,2254386,19,1,32,2,0
2,85,60,2953787,22,0,22,3,0
1,26,86,7896703,17,0,26,1,0
4,78,47,2773298,18,0,11,1,0
1,44,98,4642877,16,0,45,1,0
4,34,61,7074096,7,0,46,1,0
1,25,84,9599515,17,0,6,0,0
2,22,27,5160687,6,0,35,3,0
2,12,96,4357027,22,0,45,2,0
2,89,42,9236120,10,0,17,3,0
2,2,52,6890403,2,1,15,0,0
2,28,93,9608012,1,0,13,4,0
2,65,48,2041350,18,0,20,1,0
3,63,32,966208,23,0,42,4,0
3,27,24,6262747,10,0,26,1,0
3,86,3,3971821,7,0,24,2,1
1,35,27,2960861,10,0,37,1,0
2,5,73,4082760,1,0,14,1,0
2,10,40,1424413,11,0,9,4,0
2,37,23,4406618,8,0,29,4,0
2,33,7,4498942,5,0,43,4,0
2,80,81,2944064,11,0,8,0,0
1,66,37,5403454,17,0,27,1,0
1,45,7,2295312,4,0,48,4,0
1,97,94,989054,21,1,17,0,0
3,85,77,6173490,16,0,10,2,1
3,28,82,7161200,15,0,37,2,0
4,59,95,801828,11,0,1,1,0
3,53,22,6842199,1,0,21,4,0
1,92,78,8503155,15,1,22,1,0
3,68,82,1011237,0,1,19,1,1
3,73,99,3201274,19,0,44,1,0
2,73,17,4166196,1,1,28,0,0
2,8,19,3734412,12,0,25,1,0
4,84,95,3878233,15,0,40,2,1
2,76,39,8422196,0,0,11,4,0
4,9,36,8452810,18,0,47,3,0
1,74,15,7339894,3,0,28,3,0
1,67,63,4571607,19,1,18,3,0
2,57,29,4941792,2,0,33,4,0
2,94,60,1425529,1,0,47,1,0
3,51,56,8068623,11,0,26,4,0
4,33,40,7967500,23,0,29,4,0
2,34,16,198742,12,0,36,0,0
1,32,33,9796370,17,1,30,4,0
3,71,89,6879020,4,0,27,0,1
2,31,16,1970222,22,0,24,2,0
1,54,30,3524528,11,0,48,0,0
2,96,98,612852,18,0,5,3,0
3,7,66,9633696,0,0,6,0,0
3,45,44,6877035,8,1,5,2,0
2,13,38,1051048,0,1,34,4,0
2,97,51,9622902,23,0,24,3,0
4,7,60,1341269,17,0,20,0,0
3,70,18,7156442,22,0,46,1,0
2,76,5,4456191,2,0,47,4,0
1,53,40,8719398,5,0,16,3,0
3,20,6,5846310,21,0,40,3,0
1,95,76,1712737,3,1,25,0,1
1,74,12,109530,23,0,40,4,0
2,13,12,3627435,11,0,16,4,0
1,74,73,8120260,11,0,6,1,0
2,1,22,6229694,4,0,24,1,0
1,97,49,1665222,22,1,33,3,1
3,60,50,7983663,20,0,25,3,0
1,16,80,2359554,12,0,5,2,0
1,77,4,1055393,11,0,9,3,0
1,88,50,7791507,3,0,16,1,0
4,47,3,883068,5,0,13,0,0
3,90,16,9359206,18,0,2,2,0
1,7,14,868589,5,0,47,3,0
3,55,64,1608987,5,0,15,1,0
2,16,41,3072687,10,1,4,2,0
4,68,68,2563808,21,0,47,0,0
2,11,59,7176786,13,0,22,0,0
3,37,2,256653,2,1,26,1,1
1,17,10,9717462,7,1,4,4,0
2,25,75,4473234,3,0,36,1,0
4,94,90,5164798,15,0,37,1,1
2,36,26,8333499,17,1,17,1,0
1,69,4,2017772,6,0,11,4,0
1,40,90,1365750,10,0,20,3,0
3,78,28,8923390,7,0,6,3,0
2,41,2,6647640,19,0,16,0,0
2,89,66,562590,5,0,41,3,0
4,75,16,2954406,23,0,8,1,1
1,40,57,9744868,15,1,40,3,0
2,46,23,9338542,4,0,23,4,0
4,13,23,5019155,5,0,10,3,0
2,0,77,3019652,5,0,24,1,0
1,16,21,2421379,1,0,45,3,0
2,96,25,7313546,6,0,36,0,1
3,54,58,2937618,8,0,6,3,0
1,92,37,563667,14,0,16,0,0
4,52,49,5929242,20,0,40,2,0
3,30,77,5016604,13,1,18,4,1
1,61,15,2385828,20,0,20,0,0
3,7,28,4231165,12,0,44,2,0
2,29,67,3280379,4,1,8,2,0
2,76,87,2122771,16,0,44,1,0
3,79,4,5526853,4,0,45,2,1
4,65,47,7021923,23,0,7,4,0
1,44,50,4215216,2,0,45,4,0
2,17,60,9610257,8,0,44,4,0
2,98,62,7362136,8,0,26,4,0
2,44,67,7781525,21,0,22,1,0
2,18,72,4342887,3,1,9,3,0
1,76,43,5432319,19,0,1,0,0
3,67,89,1933243,10,0,43,1,0
2,82,58,4894318,16,0,47,1,0
1,49,52,7434460,13,0,6,0,0
3,24,76,3987393,9,0,1,0,0
3,37,69,1967129,4,0,15,3,0
2,94,97,1676351,20,0,5,3,0
1,35,46,3737853,20,0,15,4,0
2,67,25,3930847,16,0,24,3,0
1,55,25,5468985,15,0,44,3,0
1,38,35,1369218,0,0,9,0,0
3,62,61,901149,9,0,8,2,0
1,6,15,3531538,11,1,31,4,0
1,57,90,634889,17,1,31,4,0
1,79,74,7842904,0,1,1,1,0
1,58,88,5470637,23,1,20,3,0
1,47,35,4433042,11,0,47,3,0
4,4,29,3312766,19,0,2,0,0
1,86,38,6796906,5,0,33,3,0
1,35,69,5697586,7,0,28,1,0
1,95,24,3330445,13,0,41,0,0
4,87,19,6490759,4,0,19,4,1
2,24,46,4977153,21,0,22,3,0
2,44,49,2283256,3,0,36,3,0
3,91,44,4347619,21,0,7,1,0
2,18,73,7186850,15,1,43,1,0
2,6,26,9644225,5,0,35,0,0
1,57,25,483639,2,1,13,4,0
2,80,35,803811,3,0,22,1,0
2,65,36,8467754,21,0,26,1,0
3,79,14,3353051,7,0,14,4,1
1,38,56,5372020,13,0,34,2,0
2,17,6,3244295,6,1,21,0,0
1,0,32,3469068,3,0,46,2,0
1,62,26,3421702,18,0,35,4,0
2,2,15,1204244,10,0,14,3,0
4,20,49,7434788,14,0,31,0,0
2,29,95,8152236,23,1,40,4,0
3,10,56,6034428,15,0,17,4,0
1,21,37,9781167,5,0,44,0,0
1,56,53,3886141,11,0,30,2,0
1,88,58,6414541,7,0,40,3,0
2,2,83,5384533,9,0,35,2,0
1,29,78,1331639,10,0,24,1,0
1,87,36,4801610,8,0,44,2,0
3,44,11,7782689,16,0,9,1,0
1,35,27,9370767,13,0,39,0,0
2,86,2,7207560,2,0,13,1,0
2,71,22,9604702,8,0,47,4,0
2,63,66,7823774,19,0,25,1,0
2,53,84,7876991,17,0,18,4,0
2,67,17,3417348,16,0,29,4,0
1,49,4,6034298,4,0,38,2,0
3,30,14,4564606,19,0,11,3,0
3,28,7,7761838,20,0,30,2,0
1,58,79,3461114,20,0,44,2,0
1,35,94,5773971,23,0,46,4,0
3,76,16,3197174,5,0,46,3,1
2,72,66,6827649,2,0,17,4,0
2,84,19,4060455,15,0,1,3,0
2,66,1,7053065,14,0,13,1,0
1,88,31,3728703,7,1,19,4,1
2,88,4,9906890,8,1,38,2,0
2,75,91,2870567,3,0,19,4,0
1,92,58,2704303,12,0,33,0,0
2,10,56,1864572,23,0,33,0,0
3,10,53,3682267,2,0,36,0,0
2,25,89,8729808,20,0,2,2,0
1,52,86,3540849,6,1,34,2,0
2,13,43,4639728,15,0,32,0,0
3,63,74,9381163,16,0,18,2,0
3,79,97,7533198,16,0,30,2,1
2,9,49,9681980,18,0,43,2,0
1,30,60,8284422,19,0,21,0,0
3,94,94,9631867,16,1,26,1,1
3,35,94,2364957,23,0,37,1,0
1,9,16,9441022,1,0,27,3,0
2,25,73,3811466,4,0,20,4,0
2,19,81,1123689,15,1,19,1,0
3,43,99,6975343,21,0,37,3,0
1,61,60,2857778,10,0,12,1,0
2,72,47,6155301,21,0,28,0,0
4,78,15,9186837,5,0,20,3,1
3,8,63,8707808,10,1,41,0,0
4,70,28,4482905,0,0,32,0,0
4,89,20,8016309,18,0,31,3,1
1,23,97,271015,2,0,47,3,0
2,11,63,4654247,7,0,45,1,0
2,59,33,1131626,21,0,27,1,0
3,83,36,3360123,17,0,49,4,0
1,77,13,1611262,12,0,13,1,0
4,85,62,5768549,0,0,41,3,1
2,15,68,9322865,19,0,21,1,0
3,28,23,7476196,16,0,36,3,0
1,31,72,9752274,4,1,33,4,0
1,82,13,8902826,11,0,16,3,0
3,34,88,3042522,10,0,32,4,0
1,42,40,3325543,23,0,32,4,0
3,95,30,7627562,17,1,37,4,1
1,52,94,1554229,7,0,25,0,0
3,19,25,1858021,23,0,38,2,0
2,83,97,4965885,21,0,6,3,0
2,7,73,340521,23,0,24,1,0
3,98,26,8580303,12,1,47,2,1
2,41,24,5657401,1,1,29,2,0
1,76,97,4412135,22,0,40,0,0
1,69,39,6596784,15,0,32,3,0
2,15,89,3092074,11,0,49,3,0
2,68,79,2777226,7,1,38,1,0
3,52,61,1551461,3,0,27,0,0
2,44,49,1878209,13,0,17,2,0
2,50,41,2966841,8,0,9,3,0
2,97,70,5582841,10,0,1,0,0
1,5,20,2635448,15,1,42,4,0
2,32,44,8973092,5,0,49,3,0
4,78,16,1837302,11,0,42,2,1
3,14,21,1104309,18,0,13,4,0
2,13,15,9011272,15,0,12,4,0
2,38,39,9608260,12,1,0,4,0
3,62,42,7944945,3,0,31,2,0
2,4,61,2481303,11,0,24,0,0
1,89,4,8570973,3,0,9,3,0
1,80,24,911118,16,0,14,0,0
2,51,3,7350269,13,0,28,2,0
4,15,1,7089582,16,1,16,1,0
3,98,94,1452260,0,0,41,3,1
1,37,13,9381488,19,0,39,3,0
1,52,54,9249102,0,0,22,1,0
3,86,82,6369456,21,0,6,4,0
3,76,40,7309879,1,0,49,3,1
2,96,11,2832792,16,0,35,3,0
2,92,42,2805836,22,0,5,3,0
1,52,93,8520612,21,1,1,2,0
3,45,4,2507387,0,1,44,1,1
3,97,25,5823003,11,0,31,3,0
1,97,36,6343837,12,1,43,1,1
3,90,64,2561412,13,0,4,4,1
1,14,44,1945506,9,0,18,3,0
1,58,40,6402878,11,0,1,0,0
1,49,92,288169,21,0,42,0,0
1,8,45,8789884,17,1,22,0,0
2,25,8,6130112,6,0,39,0,0
2,2,85,917930,18,0,3,2,0
2,99,35,1285051,14,0,3,4,0
2,46,44,1598355,6,0,10,3,0
1,4,18,3289718,13,0,45,4,0
1,61,47,4468961,8,0,40,0,0
2,83,25,3860342,4,0,19,4,0
2,83,41,9612951,0,1,13,4,1
1,4,5,8444871,15,0,34,2,0
3,9,64,2683554,4,1,44,0,0
3,79,62,3618088,23,0,13,1,1
3,62,72,6294137,7,0,48,4,0
2,24,87,9214569,18,0,2,4,0
1,43,3,8699653,19,0,14,0,0
3,24,37,5706451,11,0,20,2,0
1,29,95,6839007,7,1,1,3,0
2,13,93,4854791,7,0,20,0,0
1,85,41,9542077,22,0,9,3,0
3,42,20,8709141,5,0,26,1,1
1,27,67,1454304,19,1,46,3,0
4,93,87,9238762,8,1,18,4,1
3,18,40,3652948,1,0,11,2,0
2,41,85,9310149,17,0,48,1,0
3,19,77,3763175,0,0,15,2,0
2,98,8,5905094,10,0,7,2,0
3,85,5,8021125,14,1,36,3,1
2,78,25,6245553,11,1,24,2,0
3,10,39,4419115,2,0,23,1,1
2,53,37,2638615,18,0,46,2,0
4,97,5,5988788,19,0,39,1,1
2,23,8,3725211,18,0,17,4,0
2,69,4,432082,9,0,20,4,0
3,16,41,5603272,15,0,7,3,0
3,27,60,892184,5,0,18,0,0
2,49,54,236587,8,0,48,4,0
1,94,22,2020014,7,0,29,0,0
2,99,78,4567404,21,1,26,1,1
4,54,19,4247415,15,0,35,0,0
3,72,77,7426316,7,0,35,2,1
3,9,99,8162868,23,1,25,1,1
1,20,68,2796836,21,0,19,2,0
2,57,33,2194456,17,0,40,0,0
2,33,22,1701165,4,1,13,2,0
3,94,65,3705502,19,1,32,1,1
1,92,11,8178021,11,0,8,2,0
3,42,16,4125630,5,0,22,0,0
2,10,68,2485341,1,1,44,2,0
1,32,93,4169539,3,0,29,2,0
2,57,44,6667427,15,0,49,3,0
1,45,88,1254278,23,0,41,1,0
2,60,9,2706241,13,1,27,3,0
1,61,72,7222313,16,0,30,0,0
1,0,78,8188314,18,0,25,4,0
3,20,79,439169,3,0,35,0,0
1,61,62,8815235,17,0,46,0,0
1,63,86,4309012,11,0,35,0,0
2,86,15,797696,1,0,10,0,0
2,72,6,6294106,5,0,11,3,0
3,55,1,462221,5,1,44,0,1
2,0,20,2072270,2,0,1,2,0
3,20,36,5754967,7,0,39,0,0
2,21,2,8693776,11,0,3,4,0
1,53,70,4599112,2,0,31,1,0
1,3,2,4106622,1,0,40,3,0
2,64,3,4901503,20,0,33,3,0
2,50,7,3552401,22,0,4,3,0
3,73,84,3611076,0,0,4,3,1
2,62,64,3881775,17,1,3,0,0
2,14,41,5210603,17,0,40,4,0
1,35,54,3727360,7,0,11,0,0
1,28,41,8243240,21,1,34,1,0
2,51,5,5688904,13,1,36,1,0
2,45,89,5538003,12,1,33,0,0
2,68,82,8303948,14,0,44,0,0
1,28,63,6266663,14,1,27,0,0
3,46,1,331402,12,1,6,4,0
3,90,25,2502077,3,0,39,3,1
1,24,81,5810093,3,0,10,1,0
2,79,46,5390639,4,0,43,1,0
4,15,15,851498,2,0,31,3,0
2,99,69,2395836,11,0,49,3,0
2,88,17,1328885,19,0,49,1,0
1,40,21,3378329,11,0,31,1,0
2,64,53,9335306,19,0,30,4,0
1,68,55,780312,6,0,47,1,0
4,19,87,782360,6,0,19,0,0
3,68,10,449107,0,0,5,0,0
3,35,81,973929,11,0,49,3,0
3,92,57,404598,2,0,48,3,1
2,97,65,6909898,14,0,17,0,0
2,57,37,6358345,8,0,20,3,0
3,47,7,1385328,21,1,2,0,0
4,81,76,4966182,21,0,40,4,1
2,1,40,2036314,19,1,27,3,0
4,79,50,4475632,8,0,27,2,0
2,28,1,1055478,13,0,31,1,0
2,96,20,1229022,2,0,38,0,0
2,15,31,2650580,7,0,23,1,0
1,34,68,3338517,5,0,6,1,0
1,61,90,1275405,11,1,18,3,0
1,80,12,128996,1,0,0,1,0
2,3,22,1345266,2,0,32,2,0
2,67,1,4112305,13,0,32,3,0
2,50,1,7922877,16,0,10,0,0
4,88,3,2240729,2,0,22,1,1
2,32,76,8445226,3,0,49,1,0
2,77,21,3626294,14,0,44,4,0
1,23,13,9410795,21,0,27,0,0
1,74,61,3320587,6,0,46,4,0
3,24,13,9052011,18,0,16,0,0
2,27,82,1632710,13,1,9,1,0
3,6,33,5635206,15,1,7,1,0
1,35,6,6604992,12,0,8,2,0
2,9,25,4954503,22,0,18,3,0
1,35,23,5558784,19,0,49,2,0
1,94,88,4984206,16,0,7,0,0
1,82,26,8219811,16,0,4,0,0
1,17,4,1577065,23,0,13,0,0
2,5,35,5323743,9,1,44,0,0
1,91,75,6843084,6,0,32,3,0
4,6,25,6690085,19,0,42,1,0
2,11,20,8428808,16,0,43,2,0
1,40,1,4647699,21,0,37,1,0
1,62,94,8410963,11,1,11,4,0
2,97,68,9788685,10,0,2,2,0
1,24,23,1176787,9,0,39,0,0
3,80,99,981814,22,1,28,0,1
4,52,22,193428,21,0,21,4,0
1,32,95,6866664,21,0,33,2,0
2,86,62,2339892,7,0,5,3,0
1,72,1,4101352,14,0,34,3,0
2,5,59,6261589,21,0,38,0,0
2,61,68,5635070,17,0,15,0,0
1,65,19,4605445,22,0,30,0,0
1,8,30,308150,12,0,48,4,0
3,66,1,7145515,15,0,43,4,0
2,15,48,4794051,12,0,14,1,0
1,88,19,6501891,3,1,45,4,0
3,87,52,1423992,10,1,0,2,1
2,92,85,417342,18,0,43,4,0
3,54,22,1893082,7,0,19,2,0
1,39,50,5510581,9,0,22,3,0
3,25,66,8007398,11,0,19,1,0
3,37,6,9860389,20,1,31,4,0
1,34,64,451259,19,0,45,3,0
3,86,21,5611315,10,0,47,2,1
2,67,97,1610652,19,0,24,1,0
4,58,19,3000288,20,0,46,3,0
1,13,91,5276906,3,0,7,2,0
2,46,37,8078609,18,0,32,1,0
2,70,63,2435002,19,1,44,0,0
4,71,29,8199397,9,0,29,4,1
2,41,60,6789848,14,0,2,0,0
4,50,92,1429537,12,0,23,0,0
4,18,34,2782595,12,0,11,0,0
1,65,1,7716340,20,0,30,3,0
3,46,48,2681293,17,1,6,0,0
4,64,89,6537664,6,0,39,0,0
1,41,21,8090669,13,0,16,3,0
2,37,34,9605524,4,0,49,4,0
2,12,26,319820,8,0,9,1,0
1,43,36,3561461,21,0,14,1,0
1,23,99,1636591,16,0,20,4,0
1,95,23,7060346,4,1,20,3,1
1,29,81,8606432,15,0,28,0,0
2,69,47,5327574,8,0,41,1,0
1,37,76,8545669,16,0,40,4,0
3,96,44,4418970,17,0,0,4,0
3,22,20,4581015,2,0,20,0,1
1,73,27,2518418,4,0,4,4,0
3,56,61,8028256,21,0,14,3,0
3,78,37,3246458,20,0,45,3,1
4,22,84,543929,16,0,25,1,0
1,35,52,8222375,19,0,10,2,0
1,56,75,2503923,21,1,48,4,0
4,0,92,8082038,3,0,20,3,0
4,71,62,154307,3,1,45,0,1
3,2,66,1417718,20,1,5,0,0
3,13,24,8298493,23,0,3,2,0
1,80,80,1810496,20,0,44,2,0
2,33,12,4911265,6,0,20,2,0
1,69,16,4651934,7,0,16,0,0
1,68,36,3758650,21,0,30,4,0
3,50,2,1980185,21,0,43,3,0
1,28,89,716193,1,0,22,0,0
2,98,62,8812152,9,0,31,3,0
4,81,64,456972,4,0,43,2,1
1,47,29,3513055,16,0,35,1,0
4,93,92,4100662,6,1,33,4,1
4,78,74,822461,1,0,5,2,1
2,78,87,7995797,5,0,37,2,0
1,15,96,2493928,9,0,21,3,0
2,56,31,4205879,8,0,32,0,0
2,96,83,8072787,4,1,10,1,1
2,9,15,1144724,2,1,22,4,0
1,18,55,8232624,10,0,43,1,0
4,100,33,1352797,9,0,35,2,0
1,66,81,6580613,15,0,27,1,0
3,35,52,3283490,19,1,47,4,1
1,3,20,7720304,18,1,18,2,0
2,74,73,1210953,0,0,42,4,0
4,32,38,6037043,10,0,42,1,0
1,27,3,2198377,14,0,12,2,0
1,95,54,6495087,6,1,12,2,1
3,79,66,5477817,7,0,7,4,0
3,8,18,3314270,15,0,42,0,0
3,74,87,3455213,17,0,47,2,1
2,5,83,3202578,23,1,12,4,0
1,48,7,160462,22,0,34,4,0
4,90,35,9238931,10,0,26,4,1
4,75,84,5640134,0,0,10,0,1
2,21,84,6975031,15,0,20,3,0
3,47,83,5339981,3,0,7,2,0
2,100,80,4148597,22,0,41,1,0
2,20,85,3581960,5,0,25,4,0
1,32,93,8017638,10,1,29,1,0
2,80,60,5423256,23,1,21,4,1
2,55,24,18862,5,0,49,4,0
1,28,93,5849392,9,1,48,2,0
2,52,95,868250,5,0,38,0,0
3,39,39,9304347,9,0,49,0,0
3,73,12,3017175,21,0,9,1,0
2,17,94,6559712,22,0,25,3,0
4,46,53,3539936,4,1,26,0,1
1,12,64,7596221,8,1,21,0,0
2,26,4,8656399,6,0,12,3,0
3,61,94,1288703,16,0,38,0,0
2,73,5,1143126,11,0,6,2,0
2,95,16,5643693,10,1,42,2,0
1,44,27,6932141,5,0,41,1,0
3,2,4,6224551,23,0,11,1,0
2,21,72,6086482,10,0,12,1,0
3,26,48,2778145,10,1,11,2,0
2,54,8,4080086,13,0,11,1,0
3,66,81,1691017,15,1,37,1,1
3,32,46,647908,1,0,2,2,0
3,1,44,3056128,1,0,7,3,0
2,74,67,6139201,4,0,48,1,0
2,45,91,5967061,13,0,30,0,0
3,73,52,9384494,20,0,12,2,0
2,32,34,5502129,9,0,7,3,0
2,57,62,7845588,9,0,36,0,0
1,6,21,6496615,17,0,23,0,0
